Sl.No.,Sources,Photo/comments,COMMON.NAME,STATE,region,LATITUDE,LONGITUDE,month,day,year,morph
1931,Inaturalist,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.409,80.2873,3,7,2018,W
1932,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6832,3,8,2018,I
1933,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.5248642,72.9136 ,3,8,2018,R
1934,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.8082443,80.0377778,3,9,2018,R
1935,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9741852,80.2380896,3,9,2018,R
1936,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.7032271,77.564249,3,10,2018,R
1937,Inaturalist,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,15.5548123,73.299936,3,10,2018,W
1938,ebird,Photo,Indian Paradise-Flycatcher,Gujarat,Central,20.40144,70.5059 ,3,11,2018,W
1939,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.3471,74.8168,3,11,2018,R
1940,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.606569,77.5681,3,11,2018,R
1941,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.8355,76.6452 ,3,11,2018,R
1942,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.8379,76.6452 ,3,11,2018,R
1943,OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,29.5845184,73.334341,3,11,2018,R
1944,ebird,comments,Indian Paradise-Flycatcher,Puducherry,South,11.9169,79.764421,3,11,2018,R
1945,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.1437,81.2677 ,3,11,2018,I
1946,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.7883867,75.3801,3,13,2018,R
1947,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.0518,76.3870288,3,13,2018,R
1948,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.37,77.6848,3,14,2018,W
1949,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.37,77.6848 ,3,14,2018,W
1950,Fb,Photo,Indian Paradise-Flycatcher,Jharkhand,East,23.292224,85.279486,3,15,2018,R
1951,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,11.9448988,77.1425,3,15,2018,R
1952,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,15.5410541,74.5655 ,3,15,2018,W
1953,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.8664,79.2872143,3,16,2018,R
1954,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,13.0205556,80.253507,3,17,2018,W
1955,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.9417,77.6878271,3,18,2018,W
1956,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0206,77.769921,3,18,2018,W
1957,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.8603,79.1282 ,3,18,2018,W
1958,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3616254,77.6831734,3,19,2018,R
1959,Fb,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,17.707658,74.003286,3,19,2018,W
1960,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.6378,77.5216126,3,19,2018,W
1961,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.8037,80.0378 ,3,19,2018,W
1962,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.0205556,77.6397,3,20,2018,W
1963,OBI,Photo,Indian Paradise-Flycatcher,Karnataka,South,29.352276,77.762188,3,20,2018,W
1964,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.0927976,77.2971246,3,20,2018,W
1965,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.1516718,79.0362 ,3,21,2018,W
1966,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.8664,79.2872143,3,22,2018,R
1967,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.0518,76.3870288,3,23,2018,R
1968,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.0585898,76.7022 ,3,23,2018,R
1969,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2699,76.6206533,3,24,2018,W
1970,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.1290505,74.7616 ,3,24,2018,R
1971,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.1380359,74.7616 ,3,24,2018,R
1972,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.3799,72.9253 ,3,24,2018,R
1973,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,5.969502,80.5222 ,3,24,2018,W
1974,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.4392603,73.818636,3,25,2018,W
1975,Inaturalist,Photo,Indian Paradise-Flycatcher,Kerala,South,28.4936629,75.346658,3,25,2018,W
1976,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.6875401,75.5461 ,3,25,2018,R
1977,ebird,Photo,Indian Paradise-Flycatcher,Rajasthan,North,26.0378,77.517 ,3,25,2018,W
1978,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9351959,76.924303,3,25,2018,W
1979,ebird,comments,Indian Paradise-Flycatcher,West Bengal,East,21.4480406,88.358413,3,25,2018,W
1980,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,21.5143,88.4312 ,3,25,2018,R
1981,ebird,Photo,Indian Paradise-Flycatcher,Punjab,North,27.1789,76.7261 ,3,26,2018,W
1982,ebird,comments,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.956905,79.2753053,3,26,2018,R
1983,Fb,Photo,Indian Paradise-Flycatcher,Rajasthan,North,26.0272,77.517 ,3,29,2018,I
1984,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.3382157,76.7109 ,3,29,2018,R
1985,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6847,3,30,2018,R
1986,ebird,Photo,Indian Paradise-Flycatcher,Telangana,Central,17.3145,78.5277 ,3,30,2018,W
1987,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.5264 ,3,30,2018,W
1988,ebird,Photo,Indian Paradise-Flycatcher,Haryana,North,26.062108,76.8894 ,3,31,2018,W
1989,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2699,76.5565109,3,31,2018,R
1990,Inaturalist,Photo,Indian Paradise-Flycatcher,Karnataka,South,28.4937,76.6359,3,31,2018,W
1991,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.3153,75.8193,3,31,2018,R
1992,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,79.2872143,3,31,2018,W
1993,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.4785 ,3,31,2018,W
1994,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.5277 ,3,31,2018,W
1995,OBI,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,29.350472,76.544966,4,1,2018,W
1996,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3366,74.7955334,4,1,2018,R
1997,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8536944,77.5094716,4,1,2018,R
1998,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.9091041,76.2861,4,1,2018,W
1999,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.3153,75.8193 ,4,2,2018,R
2000,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.2549497,76.4378339,4,2,2018,R
2001,ebird,Photo,Indian Paradise-Flycatcher,Rajasthan,North,22.5123,76.5033,4,2,2018,W
2002,ebird,Photo,Indian Paradise-Flycatcher,Rajasthan,North,22.5123362,76.5033 ,4,2,2018,W
2003,ebird,Photo,Indian Paradise-Flycatcher,Rajasthan,North,22.512438,76.5033 ,4,2,2018,W
2004,ebird,Photo,Indian Paradise-Flycatcher,Rajasthan,North,26.0347,77.517 ,4,4,2018,W
2005,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.855612,78.4283 ,4,4,2018,W
2006,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,21.197299,87.2816 ,4,4,2018,W
2007,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.9103018,72.8141 ,4,5,2018,R
2008,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.796605,76.4378339,4,5,2018,W
2009,ebird,Photo,Indian Paradise-Flycatcher,Rajasthan,North,26.01462,77.3681 ,4,5,2018,W
2010,ebird,Photo,Indian Paradise-Flycatcher,Rajasthan,North,26.02,77.3681 ,4,5,2018,W
2011,ebird,comments,Indian Paradise-Flycatcher,Andhra Pradesh,South,13.6328386,79.4162688,4,6,2018,R
2012,ebird,comments,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,28.2312,76.9155491,4,8,2018,W
2013,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.3616,74.7854 ,4,8,2018,R
2014,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.398,79.0329 ,4,8,2018,R
2015,ebird,Photo,Indian Paradise-Flycatcher,Telangana,Central,15.4584784,78.8562 ,4,8,2018,W
2016,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.5677 ,4,9,2018,W
2017,Fb,Photo,Indian Paradise-Flycatcher,Rajasthan,North,25.302305,75.411483,4,10,2018,R
2018,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0798702,77.5713301,4,11,2018,W
2019,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,10.85,78.879 ,4,11,2018,W
2020,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.578063,78.1803417,4,13,2018,R
2021,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8536944,77.5094716,4,14,2018,W
2022,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,4,14,2018,W
2023,ebird,comments,Indian Paradise-Flycatcher,NCT of Delhi,North,26.062108,77.2661591,4,15,2018,W
2024,ebird,Photo,Indian Paradise-Flycatcher,Goa,South,15.3363797,74.1062 ,4,15,2018,R
2025,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8399038,77.5094716,4,15,2018,R
2026,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.0925172,77.3009,4,15,2018,W
2027,ebird,Photo,Indian Paradise-Flycatcher,Uttar Pradesh,North,26.013,80.9498 ,4,15,2018,I
2028,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,30.322122,78.032927,4,15,2018,W
2029,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.8163731,77.5494 ,4,16,2018,W
2030,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.2864,75.0956414,4,18,2018,W
2031,ebird,Photo,Indian Paradise-Flycatcher,Jammu & Kashmir,Himalayas,28.4414836,74.4184 ,4,20,2018,W
2032,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3671,77.6831734,4,20,2018,W
2033,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,30.322122,78.032927,4,20,2018,I
2034,ebird,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,27.3419,77.0054 ,4,22,2018,W
2035,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.407915,79.0329 ,4,22,2018,R
2036,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.453982,79.0329 ,4,22,2018,W
2037,Inaturalist,Photo,Indian Paradise-Flycatcher,Punjab,North,28.3634054,72.03518,4,22,2018,W
2038,ebird,comments,Indian Paradise-Flycatcher,West Bengal,East,21.1292,88.761321,4,22,2018,W
2039,ebird,comments,Indian Paradise-Flycatcher,Gujarat,Central,19.3979539,72.8496444,4,23,2018,R
2040,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,30.322122,78.032927,4,24,2018,W
2041,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.3032023,76.4378339,4,27,2018,R
2042,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.796605,76.4378339,4,27,2018,W
2043,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.9305,76.4378339,4,27,2018,W
2044,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,25.5974,76.4378339,4,28,2018,W
2045,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.375924,73.8139,4,29,2018,R
2046,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.398,78.2562053,4,29,2018,W
2047,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.3148,76.4378339,4,29,2018,R
2048,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,25.7589283,76.4378339,4,29,2018,W
2049,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.7520103,77.914 ,4,30,2018,W
2050,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,23.13929,72.394205,5,1,2018,R
2051,ebird,comments,Indian Paradise-Flycatcher,West Bengal,East,21.5517919,86.851387,5,1,2018,W
2052,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,21.5262,87.3337 ,5,1,2018,W
2053,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,21.5262,87.3447 ,5,1,2018,W
2054,ebird,comments,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.4513,78.1395561,5,2,2018,R
2055,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.448817,76.4378339,5,2,2018,R
2056,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,29.304927,79.759598,5,3,2018,R
2057,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,15.5337633,74.6051519,5,4,2018,R
2058,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,30.322122,78.032927,5,4,2018,W
2059,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.4647,76.4378339,5,5,2018,R
2060,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.5549109,76.6840032,5,5,2018,R
2061,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.78388,77.9978 ,5,5,2018,W
2062,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.1685964,5,6,2018,W
2063,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8536944,77.5094716,5,6,2018,R
2064,Fb,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.156621,72.922948,5,6,2018,R
2065,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.601148,76.4378339,5,6,2018,R
2066,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.5767,76.4378339,5,7,2018,R
2067,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.5871938,76.4378339,5,8,2018,R
2068,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.59489,76.4378339,5,8,2018,R
2069,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.609,76.4378339,5,8,2018,R
2070,ebird,comments,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.8174068,77.9978228,5,8,2018,W
2071,ebird,comments,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.5188,78.1443817,5,9,2018,R
2072,ebird,comments,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.5217528,78.122457,5,11,2018,R
2073,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.618509,76.4378339,5,11,2018,R
2074,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.796605,76.4378339,5,11,2018,W
2075,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2698754,77.43,5,12,2018,R
2076,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.72102,76.4378339,5,12,2018,R
2077,ebird,comments,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,78.9709711,5,12,2018,W
2078,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,78.971 ,5,12,2018,W
2079,ebird,Photo,Indian Paradise-Flycatcher,Chhattisgarh,East,19.8823,81.6967 ,5,13,2018,R
2080,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.7225,76.4378339,5,13,2018,R
2081,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.5758159,76.4378339,5,14,2018,I
2082,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.7231,76.4378339,5,14,2018,R
2083,ebird,Photo,Indian Paradise-Flycatcher,Chhattisgarh,East,20.244325,82.2689 ,5,15,2018,W
2084,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.796605,76.4378339,5,15,2018,R
2085,OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.753451,76.008501,5,16,2018,R
2086,OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.9696,76.008501,5,16,2018,W
2087,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.618509,76.4378339,5,17,2018,R
2088,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,25.983859,76.4378339,5,17,2018,W
2089,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.78388,78.0994 ,5,17,2018,W
2090,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.8536944,77.5095 ,5,19,2018,R
2091,OBI,Photo,Indian Paradise-Flycatcher,West Bengal,East,15.456443,88.344679,5,19,2018,W
2092,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.0440469,5,20,2018,R
2093,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2698754,77.3607893,5,20,2018,R
2094,OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,29.6988,79.360689,5,21,2018,R
2095,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,20,77.1625 ,5,21,2018,W
2096,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.618509,76.4378339,5,21,2018,R
2097,ebird,comments,Indian Paradise-Flycatcher,NCT of Delhi,North,26.062108,77.1807575,5,22,2018,W
2098,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.3297,77.1644 ,5,22,2018,R
2099,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.6665346,76.4378339,5,22,2018,R
2100,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.6617,76.4378339,5,23,2018,R
2101,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,8.311317,80.402268,5,23,2018,R
2102,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.6849,76.4378339,5,24,2018,R
2103,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.6858,76.4378339,5,24,2018,R
2104,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.6786,76.4378339,5,25,2018,R
2105,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.7231,76.4378339,5,26,2018,R
2106,ebird,comments,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,78.3733921,5,26,2018,W
2107,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,22.133,88.5944 ,5,26,2018,W
2108,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,22.133,88.5944 ,5,26,2018,R
2109,Fb,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,30.86243,77.00432,5,27,2018,W
2110,Fb,Photo,Indian Paradise-Flycatcher,Rajasthan,North,24.634733,72.827872,5,27,2018,W
2111,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.7231259,76.4378339,5,27,2018,R
2112,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,7.985973,81.520062,5,27,2018,R
2113,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.510971,76.4615929,5,28,2018,W
2114,ebird,Photo,Indian Paradise-Flycatcher,Jharkhand,East,22.35657,85.4651 ,5,29,2018,R
2115,ebird,Photo,Indian Paradise-Flycatcher,Jharkhand,East,22.4082,85.4651 ,5,29,2018,W
2116,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.7284,76.4378339,5,29,2018,R
2117,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.510971,76.4615929,5,29,2018,W
2118,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.7813,76.4378339,5,31,2018,R
2119,ebird,comments,Indian Paradise-Flycatcher,Gujarat,Central,20.1539415,72.9459894,6,2,2018,R
2120,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.762,76.4378339,6,2,2018,R
2121,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.7813,76.4378339,6,2,2018,R
2122,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,25.186707,76.4378339,6,2,2018,W
2123,ebird,Photo,Indian Paradise-Flycatcher,Rajasthan,North,22.568,76.4378 ,6,2,2018,R
2124,ebird,Photo,Indian Paradise-Flycatcher,Rajasthan,North,22.5689603,76.4378 ,6,2,2018,W
2125,ebird,Photo,Indian Paradise-Flycatcher,Chhattisgarh,East,20.5554917,82.5768 ,6,3,2018,W
2126,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.9713,76.4378339,6,3,2018,R
2127,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.994294,76.4378339,6,3,2018,W
2128,Fb,Photo,Indian Paradise-Flycatcher,West Bengal,East,23.251421,88.594447,6,3,2018,W
2129,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.7813,76.4378339,6,4,2018,R
2130,ebird,comments,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.5237,78.122457,6,5,2018,R
2131,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.7813,76.4378339,6,5,2018,R
2132,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.7813,76.4378339,6,5,2018,R
2133,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.78463,76.4378339,6,6,2018,R
2134,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.9713,76.4378339,6,6,2018,R
2135,ebird,Photo,Indian Paradise-Flycatcher,Gujarat,Central,20.764053,70.5167 ,6,7,2018,W
2136,ebird,comments,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.4882933,78.1473413,6,7,2018,R
2137,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.999269,76.4378339,6,7,2018,R
2138,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.3486,6,7,2018,W
2139,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,29.752703,78.526752,6,8,2018,W
2140,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.7955,76.4378339,6,9,2018,R
2141,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.7955,76.4378339,6,9,2018,R
2142,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.0265824,76.4378339,6,9,2018,R
2143,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.5123,76.4615929,6,9,2018,W
2144,ebird,comments,Indian Paradise-Flycatcher,Telangana,Central,17.312,78.529,6,9,2018,W
2145,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.0498,6,9,2018,W
2146,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,78.5498 ,6,9,2018,W
2147,ebird,comments,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,27.328662,76.9555951,6,10,2018,W
2148,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.8702441,76.4378339,6,10,2018,R
2149,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.8174068,78.0087 ,6,10,2018,I
2150,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,32.3271,79.526394,6,11,2018,R
2151,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.014246,76.4378339,6,12,2018,R
2152,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.9496547,79.80741,6,12,2018,R
2153,ebird,comments,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,77.9534483,6,12,2018,W
2154,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.98919,76.4378339,6,13,2018,R
2155,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.0531,76.4378339,6,13,2018,R
2156,ebird,Photo,Indian Paradise-Flycatcher,Bangladesh,East,22.4231,90.4417,6,15,2018,W
2157,ebird,Photo,Indian Paradise-Flycatcher,Gujarat,Central,19.5363,70.7051 ,6,15,2018,R
2158,ebird,Photo,Indian Paradise-Flycatcher,Gujarat,Central,19.538611,70.7051 ,6,15,2018,W
2159,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.4076,79.0329 ,6,15,2018,R
2160,ebird,comments,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.5143,75.9792995,6,16,2018,R
2161,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.9741198,76.4378339,6,16,2018,R
2162,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.0531,76.4378339,6,16,2018,R
2163,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.9007,76.4378339,6,20,2018,R
2164,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.9136,76.4378339,6,20,2018,R
2165,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.2412367,79.3628311,6,23,2018,W
2166,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.0531,76.4378339,6,23,2018,R
2167,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.999269,76.4378339,6,24,2018,R
2168,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.1849,76.4378339,6,24,2018,R
2169,ebird,Photo,Indian Paradise-Flycatcher,Telangana,Central,15.7682964,77.8658,6,24,2018,R
2170,Inaturalist,Photo,Indian Paradise-Flycatcher,Chhattisgarh,East,19.9392,81.681573,6,25,2018,R
2171,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.0988,76.4378339,6,25,2018,R
2172,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.280082,81.4722 ,6,25,2018,I
2173,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,25.0035,76.4378339,6,27,2018,W
2174,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.0988389,76.4378339,6,29,2018,R
2175,ebird,comments,Indian Paradise-Flycatcher,NCT of Delhi,North,26.062108,77.1807575,6,30,2018,W
2176,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,26.0058814,76.4791298,6,30,2018,R
2177,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,26.0058814,76.4791298,6,30,2018,R
2178,ebird,Photo,Indian Paradise-Flycatcher,Chhattisgarh,East,21.1292,82.1377 ,7,1,2018,R
2179,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.1271,77.197634,7,1,2018,R
2180,ebird,Photo,Indian Paradise-Flycatcher,Madhya Pradesh,Central,22.0163441,77.3421 ,7,1,2018,W
